paper_id,ambiguous_group,author_name,coauthors,title,abstract,keywords,venue,year,ground_truth_label,source_dataset
P1-5470,Wei Li,Wei Li,Hilmar Jaschek; Dieter Wloka,Modifizierung des Roberts' Algorithmus zur graphischen Darstellung von Robotern,,,Robotersysteme,1990,Wei_Li-1049,DBLP_expanded_668
P1-5471,Wei Li,Wei Li,Jay A. Farrell; Shuo Pang,Plume mapping via hidden Markov methods,,,"IEEE Transactions on Systems, Man, and Cybernetics",2003,Wei_Li-1049,DBLP_expanded_668
P1-5472,Wei Li,Wei Li,X. G. Chang; Jay A. Farrell; Friedrich M. Wahl,Design of an enhanced hybrid fuzzy P+ID controller for a mechanical manipulator,We propose in this paper an enhanced FUZZY P ID controller to improve control performance in both dynamic transient and steady-state periods for mechanical manipulators under uncertainty. The FUZZY P ID controller adds only two additional parameters to be tuned relative to the original PID controller. One of these parameters is mainly used to reduce a steady-state error. The other,Dynamic Response; Fuzzy Logic Control; Hybrid System; Indexing Terms; Pid Control; Pid Controller; Robot Manipulator; Simulation Study; Steady State,"IEEE Transactions on Systems, Man, and Cybernetics",2001,Wei_Li-1049,DBLP_expanded_668
P1-5473,Wei Li,Wei Li,Liang Xiao; T. Aaron Gulliver,Distributed Transmission Power Control for Wireless Sensor Networks,,Transmission Power Control; Wireless Sensor Network,Conference on Communication Networks and Services Research,2008,Wei_Li-1050,DBLP_expanded_668
P1-5474,Wei Li,Wei Li,Hao Zhang; T. Aaron Gulliver,Biorthogonal Pulse Position Modulation for Time-Hopping UWB Systems,,Pulse Position Modulated; Time Hopping,Conference on Communication Networks and Services Research,2005,Wei_Li-1050,DBLP_expanded_668
P1-5475,Wei Li,Wei Li,Hao Zhang; T. Aaron Gulliver,Performance Analysis of NonOrthogonal Pulse Position Modulation for Time-Hopping UWB Transmission,,Performance Analysis; Pulse Position Modulated; Time Hopping,Conference on Communication Networks and Services Research,2007,Wei_Li-1050,DBLP_expanded_668
P1-5476,Wei Li,Wei Li,T. Aaron Gulliver,Performance of Hybrid Decision SIC with Transmit Diversity,,Transmit Diversity,International Conference on Wireless Networks,2004,Wei_Li-1050,DBLP_expanded_668
P1-5477,Wei Li,Wei Li,Xiaoling Qiu; Haiping Liu; Dipak Ghosal; Biswanath Mukherjee; John Benko; Rashmi Bajaj,Adaptive video compression rate optimization in wireless access networks,,Video Compression; Wireless Access Network,IEEE Conference on Local Computer Networks,2009,Wei_Li-1050,DBLP_expanded_668
P1-5478,Wei Li,Wei Li,Zhiyong Feng; Jing Zhong; T. Aaron Gulliver,Cognitive Multicast Pilot Scheduling for Heterogeneous Networks,,Heterogeneous Network,Vehicular Technology Conference,2010,Wei_Li-1050,DBLP_expanded_668
P1-5479,Wei Li,Wei Li,T. Aaron Gulliver,Optimal Pulse Shaping for Pulse Position Modulation UWB Systems with Sparsity-Driven Signal Detection,,Pulse Position Modulated; Pulse Shaping; Signal Detection,Vehicular Technology Conference,2006,Wei_Li-1050,DBLP_expanded_668
P1-5480,Wei Li,Wei Li,T. Aaron Gulliver,Sparsity-Driven Multiple Access Ultra-Wideband Signal Detection,,Multiple Access; Signal Detection; ultra wideband,Vehicular Technology Conference,2006,Wei_Li-1050,DBLP_expanded_668
P1-5481,Wei Li,Wei Li,Pascal Pagani; Maxim Piz; Isabelle Siaud; Eckhard Grass; Klaus Tittelbach-Helmrich; Anne-Marie Ulmer-Moll; Frank Herzel,OFDM-Based Millimeter Wave System for High Data Rate WPAN Applications,,Millimeter Wave; High Data Rate,Vehicular Technology Conference,2008,Wei_Li-1050,DBLP_expanded_668
P1-5482,Wei Li,Wei Li,Zhiyong Feng; Qian Li; Vanbien Le; T. Aaron Gulliver,Dynamic Spectrum Management for WCDMA and DVB Heterogeneous Systems,,Heterogeneous Systems; Dynamic Spectrum Management,IEEE Wireless Communications & Networking Conference,2010,Wei_Li-1050,DBLP_expanded_668
P1-5483,Wei Li,Wei Li,T. Aaron Gulliver; Wei Zou,A Novel Circle Construction for SONET/WDM Wavelength Assignment,,Wavelength Assignment,Ieice Transactions,2006,Wei_Li-1050,DBLP_expanded_668
P1-5484,Wei Li,Wei Li,Hao Zhang; T. Aaron Gulliver,Capacity and Error Probability Analysis for Orthogonal Space-Time Block Codes over Correlated Rayleigh and Rician Fading Channels,,Error Probability; Fading Channel; Orthogonal Space Time Block Code,Ieice Transactions,2005,Wei_Li-1050,DBLP_expanded_668
P1-5485,Wei Li,Wei Li,Jun Wei; Michael Smith,Performance and Capacity Analysis of UWB Networks over 60GHz WPAN Channel,In this paper we evaluate the system performance and capacity of single carrier ultra-wideband (UWB) net- works over 60GHz wireless personal area network (WPAN) channel. Symbol error rate is derived for both single user and multiple access scenario with a general system capacity and performance evaluation approach based on moment generation function. System outage probability and network throughput performance are,Capacity Analysis; Channel Model; Fading Channel; Indexing Terms; Moment Generating Function; Multiple Access; Outage Probability; Performance Evaluation; Rake Receiver; System Performance; ultra wideband; Wireless Personal Area Network; Single Carrier; Symbol Error Rate,Journal of Communications,2008,Wei_Li-1050,DBLP_expanded_668
P1-5486,Wei Li,Wei Li,Hao Zhang; T. Aaron Gulliver,Pulse Position Amplitude Modulation for Time-Hopping Multiple-Access UWB Communications,,Amplitude Modulated; Multiple Access; Time Hopping,IEEE Transactions on Communications,2005,Wei_Li-1050,DBLP_expanded_668
P1-5487,Wei Li,Wei Li,Jianmin Liang; Zhiwei Xu,VegaFS: A Prototype for File-Sharing Crossing Multiple Administrative Domains,,File Sharing,Cluster Computing,2003,Wei_Li-1051,DBLP_expanded_668
P1-5488,Wei Li,Wei Li,Zhiwei Xu; Ninghui Sun; Dan Meng,Cluster and Grid Superservers: The Dawning Experiences in China,"This paper summarizes recent activities at Institute of Computing Technology, Chinese Academy of Sciences, in developing superservers for cluster and grid computing. We first identify market and technical trends observed from a Chinese perspective. Then we describe the research work in developing the Dawning series high performance computers and the China computational grid. We also highlight some on-going research work",Computational Grid; Grid Computing; Chinese Academy of Sciences,Cluster Computing,2001,Wei_Li-1051,DBLP_expanded_668
P1-5489,Wei Li,Wei Li,Liqiang Cao; Jie Qiu; Li Zha; Haiyan Yu; Yuzhong Sun,Design and Implementation of Grid File Management System Hotfile,,Design and Implementation; Management System,Grid and Cooperative Computing,2004,Wei_Li-1051,DBLP_expanded_668
P1-5490,Wei Li,Wei Li,Zhiqiang Hou; Donghua Liu; Zhiwei Xu,GSRP: An Application-Level Protocol for Grid Environments,"The Grid Service Request Protocol (GSRP), a multi-pattern application-level protocol supporting session management and asynchronous communication, is designed to meet application requirements of Web service and Grid service. The GSRP consists of two layers: Message Transporting Layer (MTL) and Application Session Layer (ASL). The MTL controls the transmission procedure of packets on network channels, named as GSRP Dialog. The ASL",Asynchronous Communication; Grid Service; Session Management; Transport Layer; Web Service,Grid and Cooperative Computing,2003,Wei_Li-1051,DBLP_expanded_668
P1-5491,Wei Li,Wei Li,Bingchen Li; Zhiwei Xu,Personal Grid Running at the Edge of Internet,"http://www.ict.ac.cn Abstract. The common Grid systems are running on the backbone of Internet. These high performance computing environment provide a high scalable, high reconstructive Grid services in a C/S mode, while more and more Grid applications require a P2P liked infrastructure for personal intercommunication, resources sharing and collaborative work. Personal Grid, we proposed in VEGA Grid project of ICT, would",Collaborative Work; Grid Applications; Grid Service; Grid System; High Performance Computer; Mandatory Access Control; P2P; P2p System; Resource Sharing; Real Time,Grid and Cooperative Computing,2003,Wei_Li-1051,DBLP_expanded_668
P1-5492,Wei Li,Wei Li,Limin Liu; Zhiwei Xu,A Layered Grid User Expression Model in Grid User Management,"As a main compositive part of the grid user management infrastructure, grid user expression is very important to realize a practical user management system. In this paper, we present a layered user expression model -RUS model and describe each layer's user set and expression method. Then give the model's application. Finally we analysis the model's advantages to the convenience of",Management System,Grid and Cooperative Computing,2003,Wei_Li-1051,DBLP_expanded_668
P1-5493,Wei Li,Wei Li,Zhiwei Xu; Li Cha; Haiyan Yu; Jie Qiu; Yanzhe Zhang,A Service Management Scheme for Grid Systems,"In this paper, we propose a service management scheme named Grid Service Space (GSS) model, which provides application developers a high-level logical view of grid services and a set of primitives to control the full lifecycle of a grid service. The GSS model provides a novel approach to meet the desired management requirements for large-scale service-oriented grids, including loca- tion-independent",Application Development; Fault Tolerant; Grid Service; Grid System; Large Scale; Service Management; Service Orientation,Grid and Cooperative Computing,2003,Wei_Li-1051,DBLP_expanded_668
P1-5494,Wei Li,Wei Li,Jie Qiu; Haiyan Yu; Shuoying Chen; Li Cha; Zhiwei Xu,A Grid Service Lifecycle Management Scheme,"Grid technologies enable large-scale sharing of computing resources and make them open to formal or informal consortia of individuals, who utilize these computing resources by means of consuming Grid Services. In such con- text, a more mature mechanism of Grid Service management, not only on the creation and destruction of Grid Service instances but also on the whole lifecy- cle",Grid Service; Large Scale,Grid and Cooperative Computing,2003,Wei_Li-1051,DBLP_expanded_668
P1-5495,Wei Li,Wei Li,Hao Wang; Zhiwei Xu; Yili Gong,Agora: Grid Community in Vega Grid,,,Grid and Cooperative Computing,2003,Wei_Li-1051,DBLP_expanded_668
P1-5496,Wei Li,Wei Li,Zhiwei Xu,Vega Grid: A Computer Systems Approach to Grid Research,,System Approach,Grid and Cooperative Computing,2003,Wei_Li-1051,DBLP_expanded_668
P1-5497,Wei Li,Wei Li,Zhiwei Xu; Fangpeng Dong; Jun Zhang,Grid Resource Discovery Based on a Routing-Transferring Model,,Resource Discovery,Grid Computing,2002,Wei_Li-1051,DBLP_expanded_668
P1-5498,Wei Li,Wei Li,Fangpeng Dong; Yili Gong; Zhiwei Xu,Layered Resource Representation in Grid Environment: An Example from VEGA Grid,,,International Conference on Computational Science,2003,Wei_Li-1051,DBLP_expanded_668
P1-5499,Wei Li,Wei Li,Yili Gong; Yuzhong Sun; Zhiwei Xu,A C/S and P2P Hybrid Resource Discovery Framework in Grid Environments,,P2P; Resource Discovery,International Conference on Parallel Processing,2005,Wei_Li-1051,DBLP_expanded_668
P1-5500,Wei Li,Wei Li,Zhiwei Xu; Hongguang Fu; Zhenbing Zeng,The Vega Grid and Grid-Based Education,"This paper presents research work conducted at Chinese Academy of Sciences, on the Vega Grid technology and dynamic geometry technology, and how the two can integrate to provide a dynamic geometry education system based on grid technology.",Dynamic Geometry; Education System; Chinese Academy of Sciences,International Conference on Web-Based Learning,2002,Wei_Li-1051,DBLP_expanded_668
P1-5501,Wei Li,Wei Li,Qiang Yue; Zhiwei Xu; Haiyan Yu; Li Zha,An Approach to Debugging Grid or Web Services,,Web Service,International Conference on Web Services,2007,Wei_Li-1051,DBLP_expanded_668
P1-5502,Wei Li,Wei Li,Xiaoning Wang; Hong Liu; Zhiwei Xu,A Language-based Approach to Service Deployment,,,IEEE International Conference on Services Computing,2006,Wei_Li-1051,DBLP_expanded_668
P1-5503,Wei Li,Wei Li,Xiaoning Wang; Lijuan Xiao; Zhiwei Xu,Abacus: A Service-Oriented Programming Language for Grid Applications,,Grid Applications; Programming Language; Service Orientation,IEEE International Conference on Services Computing,2005,Wei_Li-1051,DBLP_expanded_668
P1-5504,Wei Li,Wei Li,Li Zha; Haiyan Yu; Xianghui Xie; Nong Xiao; Zhiwei Xu,System Software for China National Grid,,,Network and Parallel Computing,2005,Wei_Li-1051,DBLP_expanded_668
P1-5505,Wei Li,Wei Li,Hong Liu; Xiaoning Wang; Yili Gong; Tian Luo,A Service-Oriented Virtual Machine for Grid Applications,"Grid computing is a new paradigm for distributed computing, and service technologies become building blocks of grid applications. However, current approaches can not fully free developers from low- level laborious work when building grid applications. We propose a service-oriented virtual machine called Abacus Virtual Machine to support grid application development. As a language level virtual machine, it provides a service-oriented",Building Block; Distributed Computing; Grid Applications; Grid Computing; Service Orientation; Virtual Machine,Parallel and Distributed Computing: Applications and Technologies,2006,Wei_Li-1051,DBLP_expanded_668
P1-5506,Wei Li,Wei Li,Z. Xu; B. Li; Yili Gong,The Vega Personal Grid: A Lightweight Grid Architecture,"Grid computing has emerged as a technology to solve the problem of sharing and cooperating of computational resources in wide area. In this paper, we propose a Grid architecture called Vega Personal Grid (the Vega PG). The key feature of the Vega PG is that it is a user- centered lightweight Grid architecture. We make a mapping between traditional computer",Architectural Design; Autonomous Control; Grid Computing; Middleware; Operating System; Software Tool,Parallel and Distributed Computing Systems,2002,Wei_Li-1051,DBLP_expanded_668
P1-5507,Wei Li,Wei Li,Zhiwei Xu; Li Zha; Haiyan Yu; Donghua Liu,Vega: A Computer Systems Approach to Grid Computing,,Grid Computing; System Approach,Journal of Grid Computing,2004,Wei_Li-1051,DBLP_expanded_668
P1-5508,Wei Li,Wei Li,Guangwen Yang; Hai Jin; Minglu Li; Nong Xiao; Zhaohui Wu; Yongwei Wu; Feilong Tang,Grid Computing in China,"Grid computing presents a new trend to distributed computation and Internet applications, which can construct a virtual single image of heterogeneous resources, provide uniform application interface and integrate widespread computational resources into super, ubiquitous and transparent aggregation. In the adoption of Grid computing, China, who is facing more resource heterogeneity and other specific demands, has put much effort on both",Distributed Computing; Grid Applications; Grid Computing; Grid Middleware; Grid System; Internet Application; Scientific Research,Journal of Grid Computing,2004,Wei_Li-1051,DBLP_expanded_668
P1-5509,Wei Li,Wei Li,Jianmin Liang; Zhiwei Xu,VegaFS: file sharing crossing multiple domains,,File Sharing,International Journal of High Performance Computing and Networking,2004,Wei_Li-1051,DBLP_expanded_668
P1-5510,Wei Li,Wei Li,Yili Gong; Fangpeng Dong; Zhiwei Xu,VEGA Infrastructure for Resource Discovery in Grids,,Resource Discovery,Journal of Computer Science and Technology,2003,Wei_Li-1051,DBLP_expanded_668
P1-5511,Wei Li,Wei Li,Andrew W. Moore,Learning for accurate classification of real-time traffic,Accurate network traffic classification is an important task. We intend to develop an intelligent classification system by learning the types of service inside a network flow using machine learning techniques. Previous work used Bayesian methods for traffic classification. In this paper we propose a further plan to identify a fine-grained traffic classification scheme through combining a series of techniques.,bayesian method; Classification System; Machine Learning; Network Flow; Network Traffic; Real-time Traffic; Traffic Classification; Type of Service,Conference on Emerging Network Experiment and Technology,2006,Wei_Li-1052,DBLP_expanded_668
P1-5512,Wei Li,Wei Li,Martin Zádník; Marco Canini; Andrew W. Moore; David J. Miller,Tracking elephant flows in internet backbone traffic with an FPGA-based cache,"This paper presents an FPGA-friendly approach to track- ing elephant flows in network traffic. Our approach, Single Step Segmented Least Recently Used (S3-LRU) policy, is a network traffic-friendly replacement policy for maintaining flow states in a Na¨õve Hash Table (NHT). We demonstrate that our S3-LRU approach preserves elephant flows: con- servatively promoting potential elephants and evicting low- rate flows in",Elephants; Hash Table; Network Traffic; Replacement Policy; Least Recently Used,Field-Programmable Logic and Applications,2009,Wei_Li-1052,DBLP_expanded_668
P1-5513,Wei Li,Wei Li,Andrew W. Moore,A Machine Learning Approach for Efficient Traffic Classification,"Online traffic classification continues to be of long- term interest to the networking community. It serves as the input for practical solutions such as network monitoring, quality- of-service and intrusion-detection. In this paper we present a machine-learning approach that accurately classifies internet traffic using C4.5 decision tree. Accuracy is not our only concern; the latency and throughput are also of",Internet Traffic; Intrusion Detection; Machine Learning; Network Monitoring; Quality of Service; Traffic Classification; Decision Tree,"Modeling, Analysis, and Simulation On Computer and Telecommunication Systems",2007,Wei_Li-1052,DBLP_expanded_668
P1-5514,Wei Li,Wei Li,Marco Canini; Andrew W. Moore; Raffaele Bolla,GTVS: Boosting the Collection of Application Traffic Ground Truth,"Interesting research in the areas of traffic classification, net- work monitoring, and application-oriented analysis can not proceed with- out real traffic traces, labeled with actual application information. How- ever, hand-labeled traces are an extremely valuable but scarce resource in the traffic monitoring and analysis community, as a result of both privacy concerns and technical difficulties. Hardly any possibilityexists for payloaded",Case Study; Traffic Classification; Traffic Monitoring; Ground Truth,Networking,2009,Wei_Li-1052,DBLP_expanded_668
P1-5515,Wei Li,Wei Li,Marco Canini; Andrew W. Moore; Raffaele Bolla,Efficient application identification and the temporal and spatial stability of classification schema,"Motivated by the importance of accurate identification for a range of applica tions, this paper compares and contrasts the effective and efficient classification of network-based applications using behavioral observations of network-traffic and thos e using Deep-Packet Inspection. Importantly, throughout our work we are able to make comparison with data possessing an accurate, independently-determined ground-truth that describes the actual applications causing",Classification Accuracy; Deep Packet Inspection; Machine Learning; Network Traffic; Spatial Diversity; Traffic Classification; Ground Truth,Computer Networks and Isdn Systems,2009,Wei_Li-1052,DBLP_expanded_668
P1-5516,Wei Li,Wei Li,Andrew Mccallum,Semi-Supervised Sequence Modeling with Syntactic Topic Models,"Although there has been significant previous work on semi-supervised learning for classification, there has been relatively little in sequence modeling. This pa- per presents an approach that leverages recent work in manifold-learning on sequences to discover word clus- ters from language data, including both syntactic classes and semantic topics. From unlabeled data we form a smooth, low-dimensional feature space, where",Error Reduction; Feature Space; Manifold Learning; part-of-speech tagging; Semi Supervised Learning; Statistical Significance; Unlabeled Data; Word Segmentation; con ditional random fields,National Conference on Artificial Intelligence,2005,Wei_Li-1053,DBLP_expanded_668
P1-5517,Wei Li,Wei Li,Andrew Mccallum,Pachinko allocation: DAG-structured mixture models of topic correlations,"Latent Dirichlet allocation (LDA) and other related topic models are increasingly popu- lar tools for summarization and manifold dis- covery in discrete data. However, LDA does not capture correlations between topics. In this paper, we introduce the pachinko alloca- tion model (PAM), which captures arbitrary, nested, and possibly sparse correlations be- tween topics using a directed acyclic graph (DAG). The",Directed Acyclic Graph; Discrete Data; Latent Dirichlet Allocation; Mixture Model,International Conference on Machine Learning,2006,Wei_Li-1053,DBLP_expanded_668
P1-5518,Wei Li,Wei Li,David M. Mimno; Andrew Mccallum,Mixtures of hierarchical topics with Pachinko allocation,"The four-level pachinko allocation model (PAM) (Li & McCallum, 2006) represents correlations among topics using a DAG struc- ture. It does not, however, represent a nested hierarchy of topics, with some top- ical word distributions representing the vo- cabulary that is shared among several more specic topics. This paper presents hierar- chical PAM |an enhancement that explic- itly represents a",Mutual Information,International Conference on Machine Learning,2007,Wei_Li-1053,DBLP_expanded_668
P1-5519,Wei Li,Wei Li,David Pinto; Michael Branstein; Ryan Coleman; W. Bruce Croft; Matthew King; Xing Wei,QuASM: a system for question answering using semi-structured data,"This paper describes a system for question answering using semi-structured metadata, QuASM (pronounced ""chasm""). Question answering systems aim to improve search performance by providing users with specific answers, rather than having users scan retrieved documents for these answers. Our goal is to answer factual questions by exploiting the structure inherent in documents found on the World Wide Web (WWW). Based",Document Retrieval; Indexation; Language Model; Question Answering; Question Answering System; semi-structured data; Structured Documents; World Wide Web,ACM/IEEE Joint Conference on Digital Libraries,2002,Wei_Li-1053,DBLP_expanded_668
P1-5520,Wei Li,Wei Li,Xuerui Wang; Ruofei Zhang; Ying Cui; Jianchang Mao; Rong Jin,Exploitation and exploration in a performance based contextual advertising system,"The dynamic marketplace in online advertising calls for ranking systems that are optimized to consistently promote and capitalize better performing ads. The streaming nature of online data inevitably makes an advertising system choose between maximizing its expected revenue according to its current knowledge in short term (exploitation) and trying to learn more about the unknown to improve its knowledge (exploration),",Online Advertising; Reinforcement Learning; Simulation Framework; Click Through Rate,Knowledge Discovery and Data Mining,2010,Wei_Li-1053,DBLP_expanded_668
P1-5521,Wei Li,Wei Li,Andrew Mccallum,Rapid development of Hindi named entity recognition using conditional random fields and feature induction,"This paper describes our application of conditional random fields with feature induction to a Hindi named entity recognition task. With only five days development time and little knowledge of this language, we automatically discover relevant features by providing a large array of lexical tests and using feature induction to automatically construct the features that most increase conditional likelihood. In an",Conditional Random Field; Cross Validation; Development Time; Named Entity Recognition,ACM Transactions on Asian Language Information Processing,2003,Wei_Li-1053,DBLP_expanded_668
P1-5522,Wei Li,Wei Li,Karen Daniels; Konstantin A. Rybnikov,A Study of Conway's Thrackle Conjecture,,,Canadian Conference on Computational Geometry,2006,Wei_Li-1054,DBLP_expanded_668
P1-5523,Wei Li,Wei Li,Cindy Chen; Jie Wang,PCS: An Efficient Clustering Method for High-Dimensional Data,"Clustering algorithms play an important role in data analysis and information retrieval. How to obtain a clustering for a large set of high- dimensional data suitable for database applications remains a challenge. We devise in this paper a set-theoretic clustering method called PCS (Pair- wise Consensus Scheme) for high-dimensional data. Given a large set of d-dimensional data, PCS flrst constructs",Cluster Algorithm; Clustering Method; Data Analysis; High Dimension; High Dimensional Data; Information Retrieval; Numerical Experiment,Int. Conf. on Data Mining,2008,Wei_Li-1054,DBLP_expanded_668
P1-5524,Wei Li,Wei Li,Cindy Chen,Efficient data modeling and querying system for multidimensional spatial data,"Multi-dimensional spatial data are obtained when a number of data acquisition devices are deployed at difierent locations to measure a certain set of attributes of the study subject. How to manipulate these spatial data remains a challenge to the database community, especially when the spatial loca- tions are represented in 3D. In this work, we establish a data model to",Data Acquisition; Data Model; Point Cloud; Spatial Analysis; Spatial Data; Multi Dimensional,Workshop on Advances in Geographic Information Systems,2008,Wei_Li-1054,DBLP_expanded_668
P1-5525,Wei Li,Wei Li,Cindy Chen,SQS - A Secure XML Querying System,"Contemporary XML database querying systems have to deal with a rapidly growing amount of data and a large number of users. As a consequence, if access control is used to protect sensitive XML data at a flne-grained level, it is ine-cient when it comes to query evaluation, since it is di-cult to enforce access control on each node in an",Design and Development; Query Evaluation; Secure System; Xml Database; Xml Document; Access Control,International Conference on Enterprise Information Systems,2008,Wei_Li-1054,DBLP_expanded_668
P1-5526,Wei Li,Wei Li,Xiaoqiang Li; Xiangyang Xue,Robust Spatial Data Hiding for Color Images,,Color Image; Spatial Data,Communications and Multimedia Security,2003,Wei_Li-1055,DBLP_expanded_668
P1-5527,Wei Li,Wei Li,Xiaoqiang Li; Xiangyang Xue,An Optimized Multi-bits Blind Watermarking Scheme,,,International Conference on Information and Communication Security,2003,Wei_Li-1055,DBLP_expanded_668
P1-5528,Wei Li,Wei Li,Bin Yang; Xiaoqiang Li,A Robust Mesh Watermarking Scheme Based on PCA,,,IEEE Internet Computing,2009,Wei_Li-1055,DBLP_expanded_668
P1-5529,Wei Li,Wei Li,Xiaoqiang Li; Zhiyan Du; Peizhong Lu; Xiangyang Xue,Multichannel Data Hiding Scheme for Color Images,,Color Image; Data Hiding,International Symposium on Information Technology,2003,Wei_Li-1055,DBLP_expanded_668
P1-5530,Wei Li,Wei Li,Xiangyang Xue; Xiaoqiang Li; Peizhong Lu,A Novel Feature-Based Robust Audio Watermarking for Copyright Protection,,Audio Watermarking; Copyright Protection,International Symposium on Information Technology,2003,Wei_Li-1055,DBLP_expanded_668
P1-5531,Wei Li,Wei Li,Xiangyang Xue,Audio Watermarking Based on Music Content Analysis: Robust against Time Scale Modification,,Audio Watermarking; Content Analysis; Time Scale,International Workshop on Digital Watermarking,2003,Wei_Li-1055,DBLP_expanded_668
P1-5532,Wei Li,Wei Li,Xiangyang Xue,Content Based Localized Robust Audio Watermarking,,Audio Watermarking,Multimedia Interactive Protocols and Systems,2003,Wei_Li-1055,DBLP_expanded_668
P1-5533,Wei Li,Wei Li,Yaduo Liu; Xiangyang Xue,Robust audio identification for MP3 popular music,"Audio identification via fingerprint has been an active research field with wide applications for years. Many technical papers were published and commercial software systems were also employed. However, most of these previously reported methods work on the raw audio format in spite of the fact that nowadays compressed format audio, especially MP3 music, has grown into the dominant way to",Music Information Retrieval; Personal Computer; Software Systems; Time Scale; Band Pass Filter,Research and Development in Information Retrieval,2010,Wei_Li-1055,DBLP_expanded_668
P1-5534,Wei Li,Wei Li,Yaduo Liu; Xiangyang Xue,Robust music identification based on low-order zernike moment in the compressed domain,"In this paper, we devise a novel robust music identification algorithm utilizing compressed-domain audio Zernike moment adapted from image processing techniques as the pivotal feature. Audio fingerprint derived from this feature exhibits strong robustness against various audio signal distortions including the challenging pitch shifting and time-scale modification. Experiments show that in our test dataset composed of 1822 popular songs, a",Image Processing Techniques; Time Scale; Zernike Moment,Research and Development in Information Retrieval,2010,Wei_Li-1055,DBLP_expanded_668
P1-5535,Wei Li,Wei Li,Xiangyang Xue; Xiaoqiang Li,Audio Watermarking Based on Statistical Feature in Wavelet Domain,,Audio Watermarking,World Wide Web Conference Series,2003,Wei_Li-1055,DBLP_expanded_668
P1-5536,Wei Li,Wei Li,Xiangyang Xue; Peizhong Lu,Localized audio watermarking technique robust against timescale modification,,Audio Watermarking; Time Scale,IEEE Transactions on Multimedia,2006,Wei_Li-1055,DBLP_expanded_668
P1-5537,Wei Li,Wei Li,Yong Wang; Dawu Gu; Hongjiao Li; Jing Li,Network Intrusion Detection with Workflow Feature Definition Using BP Neural Network,,Network Intrusion Detection; Neural Network,International Symposium on Neural Networks,2009,Wei_Li-1056,DBLP_expanded_668
P1-5538,Wei Li,Wei Li,Dawu Gu,An Approach for Symmetric Encryption Against Side Channel Attacks in Provable Security,,Provable Security; Symmetric Encryption; Side Channel Attacks,Provable Security,2007,Wei_Li-1056,DBLP_expanded_668
P1-5539,Wei Li,Wei Li,Dawu Gu; Juanru Li,Differential fault analysis on the ARIA algorithm,,Fault Analysis,Information Sciences,2008,Wei_Li-1056,DBLP_expanded_668
P1-5540,Wei Li,Wei Li,Dawu Gu; Juanru Li; Zhiqiang Liu; Ya Liu,Differential fault analysis on Camellia,,Fault Analysis,Journal of Systems and Software,2010,Wei_Li-1056,DBLP_expanded_668
P1-5541,Wei Li,Wei Li,Dawu Gu; Wang Yi,"Differential fault analysis on the contracting UFN structure, with application to SMS4 and MacGuffin",,Fault Analysis,Journal of Systems and Software,2009,Wei_Li-1056,DBLP_expanded_668
P1-5542,Wei Li,Wei Li,Raed Shatnawi,An empirical study of the boundary values of the object-oriented metrics,,Empirical Study; Object-oriented Metrics,Computer Applications in Industry and Engineering,2006,Wei_Li-1057,DBLP_expanded_668
P1-5543,Wei Li,Wei Li,Raed Shatnawi,An Investigation of Bad Smells in Object-Oriented Design,,Object Oriented Design,International Conference on Information Technology: New Generations,2006,Wei_Li-1057,DBLP_expanded_668
P1-5544,Wei Li,Wei Li,Huaming Zhang; Raed Shatnawi,A Graph-Based Representation of Object-Oriented Designs,This article proposes a general graph-based representation for modeling Object Oriented (OO) soft- ware designs. The advantages of the representation over the Unified Modeling Language (UML) are: it formalizes the link between primitive OO design features and primitive entities of graphs; it models all the design features of an OO design in one cohesive graph; it provides us a convenient,Formal Analysis; Graph Representation; Object Oriented; Object Oriented Design; Small World; Software Metric; Unified Modeling Language,Software Engineering Research and Practice,2006,Wei_Li-1057,DBLP_expanded_668
P1-5545,Wei Li,Wei Li,Raed Shatnawi; Huaming Zhang,Predicting Error Probability in the Eclipse Project,"Object-oriented software metrics have been shown to be able to predict various software quality factors. This paper investigated whether the metrics could predict class error probability and whether the predicted probability could group classes in the object-oriented design. We found, in an open source system, that a set of object-oriented metrics could predict class error probability and the probability could",Empirical Study; Error Probability; Object Oriented Design; Object-oriented Metrics; Object-oriented Software; Open Source; Prediction Error; Software Quality,Software Engineering Research and Practice,2006,Wei_Li-1057,DBLP_expanded_668
P1-5546,Wei Li,Wei Li,Raed Shatnawi,An empirical study of the bad smells and class error probability in the post-release object-oriented system evolution,,Empirical Study; Error Probability; Object Oriented Systems,Journal of Systems and Software,2007,Wei_Li-1057,DBLP_expanded_668
P1-5547,Wei Li,Wei Li,Raed Shatnawi,The effectiveness of software metrics in identifying error-prone classes in post-release software evolution process,,Software Evolution; Software Metric,Journal of Systems and Software,2008,Wei_Li-1057,DBLP_expanded_668
P1-5548,Wei Li,Wei Li,Raed Shatnawi; James Swain; Tim Newman,Finding software metrics threshold values using ROC curves,,Roc Curve; Software Metric,Journal of Software Maintenance and Evolution: Research and Practice,2010,Wei_Li-1057,DBLP_expanded_668
